Price
64990.0
92990.0
36990.0
52990.0
72990.0
72990.0
104990.0
74990.0
115990.0
24990.0
41990.0
109990.0
32990.0
50990.0
50990.0
72990.0
97990.0
49990.0
76990.0
69990.0
93990.0
62990.0
84990.0
40990.0
58990.0
33990.0
37990.0
36990.0
52990.0
20990.0
34990.0
56990.0
75990.0
15990.0
89990.0
112990.0
64990.0
81990.0
33990.0
37990.0
32990.0
50990.0
46990.0
67990.0
56990.0
71990.0
32990.0
38990.0
89990.0
105990.0
49990.0
76990.0
34990.0
29990.0
32990.0
99990.0
118990.0
23990.0
39990.0
15990.0
22990.0
27990.0
105980.0
30990.0
37990.0
46990.0
67990.0
114970.0
153970.0
72990.0
28990.0
32990.0
64990.0
81990.0
27990.0
32990.0
7990.0
9990.0
11990.0
13990.0
74990.0
93990.0
49990.0
66990.0
50990.0
24990.0
41990.0
